symptoms,disease
i frequently get swallowing issues and the sensation that food is getting stuck in my throat i regularly belch and feel bloated my aftertaste is unpleasant all the time|peptic ulcer disease,peptic ulcer disease
and i typically feel rather weak|including iron and bloos i now have anaemia as a result|my bloody stools have caused me to lose a lot of things|peptic ulcer disease,peptic ulcer disease
both my appetite and ongoing hunger are fierce there are times when my stomach hurts and cramps following a meal|i have very painful gas and bloating|peptic ulcer disease,peptic ulcer disease
constipated and diarrheal bowel motions have been happening to me i frequently have a lack of energy and appetite|peptic ulcer disease,peptic ulcer disease
i have discomfort this occasionally causes me to have loose stools|my stomach only feels worse when i stoop or recline after eating particular meals|peptic ulcer disease|such as spicy or acidic cuisine,peptic ulcer disease
i feel worn out and lose interest in food i m constantly pretty anxious|i have a stomach ache that keeps me from falling or staying asleep after using the restroom|peptic ulcer disease,peptic ulcer disease
my mouth is filled with an acidic|my upper abdomen has felt pressured or full|peptic ulcer disease|sour flavour burping and belching are frequent in me for a few hours,peptic ulcer disease
i inadvertently lose weight and have a hard time gaining it back i use antacids to get rid of the pain and discomfort i experience it aches so much in my mouth|peptic ulcer disease,peptic ulcer disease
and nausea|i occasionally have burning in my upper abdomen throughout the day or at night i regularly get severe heartburn|indigestion|peptic ulcer disease,peptic ulcer disease
black stools and blood in my vomit|i m feeling both bloated and uneasy because i ve been losing weight|i no longer like eating i occasionally get tarry|peptic ulcer disease,peptic ulcer disease
and i sometimes feel like food is becoming trapped in my throat i frequently feel bloated and belch every time|i have a bad aftertaste|i regularly have trouble swallowing|peptic ulcer disease,peptic ulcer disease
i now have anaemia and generally feel rather weak|i ve lost a lot of stuff because of my bloody stools|including iron and bloos as a result|peptic ulcer disease,peptic ulcer disease
i have a strong appetite and am constantly hungry my stomach occasionally aches and cramps i have really painful gas and bloating after eating|peptic ulcer disease,peptic ulcer disease
i ve been experiencing bowel movements that are both constipated and diarrhoeic i often lack the will to eat and energy|peptic ulcer disease,peptic ulcer disease
only when i hunch down or lie down does my stomach hurt more i have pain after eating certain foods|peptic ulcer disease|such as hot or acidic food i occasionally get loose stools as a result of this,peptic ulcer disease
i can t get to sleep or remain asleep because i have a stomach pain i get exhausted after using the bathroom and stop being hungry i worry a lot of the time|peptic ulcer disease,peptic ulcer disease
acidic flavour i have frequent belching and burping my upper abdomen has felt pressed in or full for the past few hours|my mouth is filled with a sour|peptic ulcer disease,peptic ulcer disease
i take antacids my mouth hurts so severely right now|i unintentionally lose weight and find it challenging to gain it back to relieve the pain and discomfort i feel|peptic ulcer disease,peptic ulcer disease
diabetes|i have increased thirst and frequent urination i often have a dry mouth and throat recently i have been having increased hunger and appetite,diabetes
diabetes|i have blurred vision and it only seems to be getting worse i feel fatigued and tired all the time i also feel very dizzy and light headed at times,diabetes
diabetes|i have a dry mouth and throat i also have been experiencing an increased appetite and hunger however i do feel very tired at times,diabetes
diabetes|i have slow healing of wounds and cuts i have this tingling sensation in my hand and numbness in both my hands and feet,diabetes
diabetes|i have mood changes and have difficulty concentrating my mind feels hazy and foggy at times and it gets difficult to do even regular chores,diabetes
diabetes|i have a feeling of tremors and muscle twitching i have decreased sense of smell or taste and i feel fatigued sometimes i have a feeling of rapid hearbeat or palipatations,diabetes
diabetes|i have rashes and skin irritations especially in the folds of the skin there is also very slow healing of any cuts and bruises i have on my skin,diabetes
diabetes|i have a frequent need to urinate and often have these uncontrollable urges i feel dizzy and often confused i have also been loss of visuals,diabetes
diabetes|i have difficulty breathing especially during physical activity i have unusual sweating and flushing i frequently get yeast infections,diabetes
diabetes|i have persistent dry cough my infections dont seem to be healing and i have palpitations i also have this problem of sore_throat that does seem to go away,diabetes
diabetes|i m drinking more water and urinating more frequently my throat and mouth are frequently dry recently|my appetite and hunger have both grown,diabetes
